0,999999
1,999993
2,999991
3,999991
4,999991
5,999975
6,999970
7,999965
8,999961
9,999934
10,999932
11,999931
12,999919
13,999914
14,999903
15,999897
16,999893
17,999893
18,999893
19,999892
20,999885
21,999878
22,999866
23,999854
24,999851
25,999828
26,999826
27,999766
28,999765
29,999747
30,999739
31,999737
32,999733
33,999718
34,999714
35,999713
36,999705
37,999704
38,999703
39,999700
40,999699
41,999695
42,999684
43,999680
44,999675
45,999658
46,999612
47,999611
48,999604
49,999594
50,999586
51,999583
52,999581
53,999574
54,999565
55,999560
56,999555
57,999550
58,999532
59,999526
60,999522
61,999516
62,999515
63,999484
64,999479
65,999478
66,999460
67,999446
68,999419
69,999398
70,999390
71,999376
72,999364
73,999358
74,999358
75,999351
76,999350
77,999335
78,999331
79,999317
80,999315
81,999312
82,999308
83,999288
84,999283
85,999282
86,999266
87,999259
88,999253
89,999237
90,999232
91,999204
92,999200
93,999190
94,999189
95,999189
96,999185
97,999173
98,999157
99,999143
100,999138
101,999135
102,999128
103,999126
104,999125
105,999121
106,999071
107,999067
108,999058
109,999057
110,999039
111,999018
112,999015
113,998999
114,998997
115,998997
116,998995
117,998981
118,998979
119,998968
120,998942
121,998938
122,998921
123,998920
124,998918
125,998909
126,998893
127,998888
128,998884
129,998853
130,998845
131,998842
132,998836
133,998797
134,998782
135,998781
136,998772
137,998771
138,998760
139,998759
140,998754
141,998748
142,998748
143,998699
144,998689
145,998686
146,998685
147,998669
148,998659
149,998656
150,998655
151,998639
152,998636
153,998632
154,998626
155,998618
156,998618
157,998615
158,998610
159,998607
160,998577
161,998576
162,998562
163,998556
164,998549
165,998549
166,998534
167,998523
168,998494
169,998484
170,998479
171,998436
172,998435
173,998427
174,998415
175,998409
176,998376
177,998371
178,998370
179,998355
180,998351
181,998350
182,998346
183,998345
184,998334
185,998330
186,998319
187,998309
188,998306
189,998301
190,998295
191,998289
192,998263
193,998257
194,998253
195,998237
196,998234
197,998227
198,998225
199,998216
200,998205
201,998174
202,998165
203,998162
204,998153
205,998147
206,998141
207,998061
208,998058
209,998053
210,998053
211,998046
212,998045
213,998035
214,998028
215,998013
216,998005
217,997993
218,997989
219,997981
220,997970
221,997965
222,997947
223,997937
224,997919
225,997909
226,997897
227,997880
228,997879
229,997868
230,997863
231,997858
232,997857
233,997853
234,997849
235,997839
236,997814
237,997797
238,997796
239,997789
240,997782
241,997778
242,997776
243,997776
244,997769
245,997769
246,997747
247,997744
248,997730
249,997724
250,997723
251,997701
252,997692
253,997659
254,997655
255,997651
256,997632
257,997626
258,997620
259,997616
260,997611
261,997563
262,997542
263,997539
264,997529
265,997525
266,997522
267,997517
268,997503
269,997495
270,997478
271,997478
272,997474
273,997470
274,997452
275,997422
276,997406
277,997405
278,997403
279,997397
280,997395
281,997389
282,997387
283,997372
284,997369
285,997345
286,997337
287,997336
288,997335
289,997318
290,997315
291,997303
292,997297
293,997260
294,997244
295,997237
296,997236
297,997235
298,997229
299,997223
300,997221
301,997205
302,997202
303,997194
304,997191
305,997171
306,997158
307,997138
308,997115
309,997099
310,997090
311,997084
312,997061
313,997055
314,997047
315,997045
316,997032
317,997029
318,997023
319,997020
320,997019
321,996998
322,996995
323,996994
324,996982
325,996973
326,996970
327,996962
328,996960
329,996952
330,996949
331,996948
332,996943
333,996937
334,996936
335,996925
336,996923
337,996917
338,996903
339,996885
340,996874
341,996863
342,996861
343,996855
344,996814
345,996813
346,996808
347,996804
348,996788
349,996782
350,996769
351,996760
352,996745
353,996730
354,996725
355,996722
356,996698
357,996692
358,996690
359,996679
360,996657
361,996652
362,996644
363,996643
364,996629
365,996619
366,996613
367,996604
368,996600
369,996600
370,996599
371,996592
372,996586
373,996583
374,996577
375,996557
376,996556
377,996539
378,996530
379,996520
380,996516
381,996496
382,996492
383,996467
384,996436
385,996433
386,996386
387,996379
388,996365
389,996353
390,996316
391,996312
392,996310
393,996309
394,996302
395,996296
396,996279
397,996262
398,996237
399,996221
400,996201
401,996195
402,996188
403,996188
404,996173
405,996164
406,996161
407,996116
408,996108
409,996106
410,996106
411,996097
412,996075
413,996071
414,996068
415,996065
416,996046
417,996040
418,996039
419,996013
420,995999
421,995975
422,995974
423,995968
424,995930
425,995929
426,995917
427,995915
428,995915
429,995911
430,995899
431,995897
432,995873
433,995869
434,995864
435,995852
436,995829
437,995819
438,995812
439,995790
440,995773
441,995771
442,995758
443,995752
444,995744
445,995734
446,995724
447,995714
448,995708
449,995702
450,995697
451,995679
452,995678
453,995671
454,995664
455,995627
456,995619
457,995610
458,995607
459,995606
460,995594
461,995585
462,995583
463,995581
464,995569
465,995568
466,995560
467,995553
468,995534
469,995531
470,995530
471,995527
472,995517
473,995496
474,995485
475,995477
476,995468
477,995466
478,995463
479,995463
480,995457
481,995449
482,995434
483,995429
484,995427
485,995419
486,995402
487,995400
488,995400
489,995370
490,995362
491,995355
492,995333
