0,11
1,73
2,74
3,80
4,106
5,109
6,151
7,161
8,177
9,183
10,281
11,294
12,317
13,319
14,336
15,338
16,360
17,386
18,434
19,441
20,460
21,460
22,495
23,521
24,522
25,572
26,594
27,614
28,625
29,625
30,636
31,641
32,662
33,673
34,678
35,748
36,768
37,773
38,774
39,784
40,784
41,807
42,809
43,816
44,838
45,840
46,851
47,854
48,875
49,879
50,908
51,926
52,947
53,949
54,999
55,1006
56,1050
57,1058
58,1061
59,1061
60,1072
61,1084
62,1104
63,1107
64,1112
65,1120
66,1122
67,1126
68,1127
69,1130
70,1140
71,1148
72,1174
73,1178
74,1182
75,1201
76,1260
77,1260
78,1269
79,1275
80,1282
81,1304
82,1353
83,1388
84,1419
85,1438
86,1446
87,1480
88,1547
89,1562
90,1578
91,1646
92,1663
93,1678
94,1699
95,1704
96,1712
97,1735
98,1767
99,1787
100,1798
101,1811
102,1825
103,1834
104,1839
105,1850
106,1870
107,1893
108,1902
109,1906
110,1908
111,1955
112,1971
113,2001
114,2042
115,2044
116,2058
117,2061
118,2099
119,2103
120,2124
121,2154
122,2160
123,2190
124,2192
125,2192
126,2218
127,2223
128,2241
129,2271
130,2294
131,2358
132,2385
133,2416
134,2424
135,2429
136,2452
137,2452
138,2483
139,2491
140,2503
141,2534
142,2553
143,2584
144,2585
145,2625
146,2632
147,2662
148,2685
149,2696
150,2743
151,2746
152,2748
153,2771
154,2806
155,2855
156,2863
157,2909
158,2913
159,2941
160,2948
161,2958
162,2962
163,2993
164,3017
165,3028
166,3055
167,3065
168,3070
169,3083
170,3087
171,3203
172,3232
173,3271
174,3272
175,3273
176,3283
177,3372
178,3378
179,3391
180,3405
181,3415
182,3447
183,3466
184,3491
185,3534
186,3536
187,3542
188,3608
189,3624
190,3626
191,3658
192,3729
193,3762
194,3789
195,3796
196,3802
197,3828
198,3838
199,3853
200,3873
201,3884
202,3904
203,3921
204,3938
205,3947
206,3952
207,3976
208,3991
209,3999
210,4003
211,4018
212,4050
213,4057
214,4084
215,4133
216,4187
217,4223
218,4235
219,4302
220,4324
221,4357
222,4388
223,4433
224,4472
225,4488
226,4489
227,4522
228,4549
229,4572
230,4574
231,4576
232,4582
233,4588
234,4636
235,4641
236,4657
237,4663
238,4676
239,4701
240,4714
241,4719
242,4732
243,4737
244,4760
245,4794
246,4796
247,4815
248,4818
249,4828
250,4852
251,4857
252,4858
253,4868
254,4913
255,4968
256,4991
257,5005
258,5038
259,5047
260,5084
261,5085
262,5135
263,5139
264,5142
265,5193
266,5194
267,5208
268,5215
269,5244
270,5260
271,5266
272,5320
273,5327
274,5363
275,5461
276,5470
277,5477
278,5483
279,5530
280,5623
281,5651
282,5657
283,5672
284,5675
285,5694
286,5702
287,5705
288,5783
289,5800
290,5803
291,5837
292,5840
293,5864
294,5908
295,5934
296,5935
297,5953
298,5987
299,5988
300,6000
301,6001
302,6015
303,6028
304,6041
305,6045
306,6071
307,6117
308,6140
309,6153
310,6153
311,6179
312,6206
313,6217
314,6240
315,6295
316,6302
317,6313
318,6339
319,6344
320,6346
321,6349
322,6375
323,6389
324,6393
325,6397
326,6414
327,6474
328,6475
329,6479
330,6525
331,6528
332,6533
333,6538
334,6541
335,6578
336,6600
337,6625
338,6663
339,6692
340,6715
341,6726
342,6736
343,6736
344,6811
345,6818
346,6826
347,6840
348,6869
349,6877
350,6877
351,6888
352,6923
353,6941
354,6951
355,6983
356,7037
357,7045
358,7064
359,7125
360,7135
361,7143
362,7154
363,7197
364,7203
365,7211
366,7221
367,7224
368,7251
369,7284
370,7298
371,7310
372,7315
373,7318
374,7322
375,7338
376,7347
377,7353
378,7386
379,7486
380,7505
381,7533
382,7571
383,7599
384,7607
385,7630
386,7673
387,7685
388,7727
389,7756
390,7812
391,7831
392,7837
393,7884
394,7898
395,7901
396,7913
397,7919
398,7946
399,7971
400,7989
401,7992
402,8005
403,8031
404,8039
405,8069
406,8071
407,8085
408,8088
409,8089
410,8121
411,8163
412,8193
413,8195
414,8206
415,8218
416,8275
417,8285
418,8308
419,8324
420,8327
421,8330
422,8358
423,8363
424,8403
425,8405
426,8412
427,8418
428,8444
429,8470
430,8493
431,8532
432,8572
433,8583
434,8588
435,8601
436,8616
437,8636
438,8650
439,8678
440,8714
441,8724
442,8733
443,8736
444,8736
445,8760
446,8769
447,8793
448,8799
449,8819
450,8833
451,8858
452,8899
453,8912
454,8921
455,8939
456,8999
457,9038
458,9080
459,9102
460,9115
461,9122
462,9130
463,9167
464,9175
465,9181
466,9205
467,9232
468,9252
469,9319
470,9328
471,9328
472,9340
473,9345
474,9359
475,9374
476,9385
477,9393
478,9444
479,9467
480,9486
481,9537
482,9539
483,9558
484,9559
485,9628
486,9641
487,9648
488,9653
489,9684
490,9694
491,9753
